pl_name,hostname,gaia_dr3_id,gaia_dr2_id,tic_id,hd_name,ra,dec,sy_vmag,abs_vmag,sy_jmag,abs_jmag,sy_kmag,abs_kmag,sy_tmag,sy_kepmag,sy_gaiamag,abs_gaiamag,st_parallax_mas,st_rv,st_e_rv,st_rv_source,st_teff,st_logg,st_met,st_mass,st_rad,st_spectype,st_lum,st_age,st_ageerr1,st_ageerr2,st_rotp,bj_dist_pc,bj_dist_pc_lo,bj_dist_pc_hi,ruwe,ruwe_quality,gaia_aen,pl_orbper,pl_rade,pl_trandur,disc_facility,disc_year,mission_source
Kepler-1118 b,Kepler-1118,2.0761E+18,2.0761E+18,239238425,,299.9656619,44.1608805,15.238,5.482603757,13.505,3.749603757,13.04,3.284603757,14.3673,14.94,14.956,5.200603757,1.095294234,,,,5688,4.46,0,0.96,0.97,,-0.06047,4.07,4.4,-2.33,,893.4685059,875.3827515,915.3752441,1.344733834,LO,0.169837117,38.6715075,2.74,5.567,Kepler,2016,Kepler
Kepler-44 b,Kepler-44,2.08522E+18,2.08522E+18,239277658,,300.1023512,45.7621918,14.803,4.568194317,13.34,3.105194317,12.878,2.643194317,14.1223,14.678,14.6901,4.455294317,0.871931562,-35.54559708,3.887832165,Gaia,5800,4.22,0.15,1.12,1.35,G2 IV,0.34743,5.8,2.4,-1.5,,1114.194824,1095.491943,1134.876587,0.93878597,LO,0,3.2467293,12.22,3.124,Kepler,2011,Kepler
Kepler-1815 b,Kepler-1815,2.07605E+18,2.07605E+18,239273090,,300.170472,43.9849048,15.621,5.767595795,13.955,4.101595795,13.58,3.726595795,14.7874,15.364,15.3701,5.516695795,1.043373444,,,,5516,4.399,-0.06,0.856,0.967,,-0.03006,,,,,934.7185059,914.5554199,955.15802,1.021275997,LO,0,12.19139957,2.7489262,1.8832,Kepler,2021,Kepler
HD 189733 b,HD 189733,1.82724E+18,1.82724E+18,256364928,HD 189733,300.1821223,22.7097759,7.67,6.190610064,6.073,4.593610064,5.541,4.061610064,6.8481,,7.41432,5.934930064,50.56684941,-2.531722069,0.122242704,Gaia,5052,4.49,-0.02,0.79,0.75,K2 V,-0.46119,,,,11.95,19.76414299,19.75906181,19.77002907,0.95120126,LO,0.113584287,2.21857567,12.66617,1.8233621,Haute-Provence Observatory,2005,Other
Kepler-560 b,Kepler-560,2.08216E+18,2.08216E+18,239275865,,300.2066441,45.0182402,15.66,10.47247921,12.276,7.088479208,11.455,6.267479208,13.6349,14.708,14.7511,9.563579208,9.138659772,-94.30428314,3.739884615,Gaia,3556,4.94,-0.39,0.34,0.33,,-1.717,4.07,6.02,-2.5,50.47,109.0194931,108.8388672,109.2548447,1.102087975,LO,0.029995473,18.47764449,1.72,1.8777,Kepler,2016,Kepler
Kepler-1802 c,Kepler-1802,2.07605E+18,2.07605E+18,239291510,,300.2420869,44.1412854,15.905,6.89197643,13.732,4.71897643,12.397,3.38397643,16.0752,15.673,16.5052,7.49217643,1.543298768,,,,4245,4.641,0,0.649,0.637,,-0.925,,,,,634.7529297,613.7332153,657.3733521,1.056250811,LO,0.108639263,33.13610077,2.322,4.163,Kepler,2021,Kepler
Kepler-1802 b,Kepler-1802,2.07605E+18,2.07605E+18,239291510,,300.2420869,44.1412854,15.905,6.89197643,13.732,4.71897643,12.397,3.38397643,16.0752,15.673,16.5052,7.49217643,1.543298768,,,,4245,4.641,0,0.649,0.637,,-0.925,,,,,634.7529297,613.7332153,657.3733521,1.056250811,LO,0.108639263,15.45020008,1.671,2.042,Kepler,2021,Kepler
Kepler-1921 b,Kepler-1921,2.0852E+18,2.0852E+18,239287963,,300.3161723,45.4953271,13.103,3.382843034,11.897,2.176843034,11.514,1.793843034,12.5272,13.266,12.9842,3.264043034,1.12273553,-34.31066132,1.802245021,Gaia,6120,3.934,0.02,1.251,2,,0.80624,,,,,879.0860596,868.2236328,890.2919922,1.094970226,LO,0.110709675,20.03479958,2.89459458,6.627,Kepler,2021,Kepler
Kepler-1921 c,Kepler-1921,2.0852E+18,2.0852E+18,239287963,,300.3161723,45.4953271,13.103,3.382843034,11.897,2.176843034,11.514,1.793843034,12.5272,13.266,12.9842,3.264043034,1.12273553,-34.31066132,1.802245021,Gaia,6120,3.934,0.02,1.251,2,,0.80624,,,,,879.0860596,868.2236328,890.2919922,1.094970226,LO,0.110709675,3.15722086,1.41,3.762,Kepler,2023,Kepler
Kepler-1518 b,Kepler-1518,2.08216E+18,2.08216E+18,239289191,,300.3323404,44.9861065,13.374,3.557315725,12.309,2.492315725,12.058,2.241315725,12.8852,13.306,13.2803,3.463615725,1.058398416,-12.57789516,10.56527805,Gaia,6846,4.08,0.06,1.54,1.88,,0.69092,1.48,0.512,-0.27,,919.045166,911.2867432,925.8129883,0.99505055,LO,0,5.11177904,3.05,2.96,Kepler,2016,Kepler
Kepler-1518 c,Kepler-1518,2.08216E+18,2.08216E+18,239289191,,300.3323404,44.9861065,13.374,3.557315725,12.309,2.492315725,12.058,2.241315725,12.8852,13.306,13.2803,3.463615725,1.058398416,-12.57789516,10.56527805,Gaia,6432,4.207,-0.34,1.06,1.345,,0.69092,1.48,0.512,-0.27,,919.045166,911.2867432,925.8129883,0.99505055,LO,0,9.6310258,2.9,5.255,Kepler,2023,Kepler
Kepler-1360 b,Kepler-1360,2.08521E+18,2.08521E+18,239287622,,300.3440482,45.6231826,14.007,3.147066501,12.854,1.994066501,12.547,1.687066501,13.4615,13.913,13.8804,3.020466501,0.643928349,-28.42652512,4.785803795,Gaia,6778,4.09,0.06,1.51,1.83,,0.92337,1.55,0.674,-0.3,,1485.890137,1465.546021,1511.796997,0.995059669,LO,0,40.5286413,3.4,10.526,Kepler,2016,Kepler
Kepler-979 b,Kepler-979,2.08534E+18,2.08534E+18,239285770,,300.3712023,46.4081872,14.882,6.172817289,13.257,4.547817289,12.732,4.022817289,14.0319,14.624,14.625,5.915817289,1.779495861,-19.65749931,4.989952564,Gaia,5310,4.54,-0.02,0.87,0.83,,-0.31956,4.57,5.76,-2.81,,551.8696899,545.9192505,557.3939209,0.996615708,LO,0,8.0880135,2.72,1.7768,Kepler,2016,Kepler
Kepler-1779 b,Kepler-1779,2.08221E+18,2.08221E+18,239309962,,300.4174607,45.6054854,15.132,5.252065083,13.677,3.797065083,13.251,3.371065083,14.4573,15.017,14.9927,5.112765083,1.032103432,-12.3591795,0.060793784,APOGEE,5730,4.394,0.16,1.008,1.056,,-0.04999,,,,,946.2088013,929.4927979,961.8309937,0.945381045,LO,0,16.34359932,3.03295685,5.3072,Kepler,2021,Kepler
HATS-50 b,HATS-50,6.85031E+18,6.85031E+18,301031110,,300.4280761,-26.077564,14.045,4.66388436,12.643,3.26188436,12.289,2.90788436,13.4041,,13.8936,4.51248436,1.283630789,-14.48817635,7.749564171,Gaia,5990,4.411,,1.168,1.117,,0.14301,1.2,1.1,-1.1,,752.0091553,742.939209,761.8497925,1.049208641,LO,0.024892803,3.8297015,12.66617,3.0792,HATSouth,2017,HAT
Kepler-1643 b,Kepler-1643,2.08214E+18,2.08214E+18,239307743,,300.4310076,44.7510129,14.072,6.413122296,12.284,4.625122296,11.636,3.977122296,13.1905,13.116,13.8271,6.168222296,2.912652659,-8.767839432,3.468247652,Gaia,4916,4.502,-0.01,0.845,0.855,,-0.47156,0.046,0.009,-0.007,5.106,340.2322998,338.3137512,341.9238586,0.97872287,LO,0,5.342657,2.32,2.41,Kepler,2016,Kepler
Kepler-1593 b,Kepler-1593,2.07609E+18,2.07609E+18,239306899,,300.4882018,44.4606698,16.19,7.174723816,14.188,5.172723816,13.452,4.436723816,15.1695,15.873,15.8836,6.868323816,1.544762171,-46.766693,0.036746204,APOGEE,4995,4.59,0.02,0.81,0.77,,-0.652,3.63,6.39,-2.01,,635.4117432,625.6390991,644.4147949,0.973590016,LO,0,174.509835,3.17,7.098,Kepler,2016,Kepler
Kepler-79 b,Kepler-79,2.07609E+18,2.07609E+18,239306681,,300.5171067,44.3815508,14.036,4.042194023,12.913,2.919194023,12.606,2.612194023,13.4763,13.914,13.8825,3.888694023,0.97379771,-28.12568092,3.620297909,Gaia,6174,4.274,-0.0731,1.165,1.302,,0.342,3.44,0.6,-0.91,,997.1516113,983.4653931,1009.486755,0.995867074,LO,0,13.4845,3.47,5.0575,Kepler,2012,Kepler
Kepler-79 d,Kepler-79,2.07609E+18,2.07609E+18,239306681,,300.5171067,44.3815508,14.036,4.042194023,12.913,2.919194023,12.606,2.612194023,13.4763,13.914,13.8825,3.888694023,0.97379771,-28.12568092,3.620297909,Gaia,6174,4.274,-0.0731,1.165,1.302,,0.342,3.44,0.6,-0.91,,997.1516113,983.4653931,1009.486755,0.995867074,LO,0,52.0902,7.16,8.6329,Kepler,2014,Kepler
Kepler-79 c,Kepler-79,2.07609E+18,2.07609E+18,239306681,,300.5171067,44.3815508,14.036,4.042194023,12.913,2.919194023,12.606,2.612194023,13.4763,13.914,13.8825,3.888694023,0.97379771,-28.12568092,3.620297909,Gaia,6174,4.274,-0.0731,1.165,1.302,,0.342,3.44,0.6,-0.91,,997.1516113,983.4653931,1009.486755,0.995867074,LO,0,27.4029,3.72,6.8491,Kepler,2012,Kepler
Kepler-79 e,Kepler-79,2.07609E+18,2.07609E+18,239306681,,300.5171067,44.3815508,14.036,4.042194023,12.913,2.919194023,12.606,2.612194023,13.4763,13.914,13.8825,3.888694023,0.97379771,-28.12568092,3.620297909,Gaia,6174,4.274,-0.0731,1.165,1.302,,0.342,3.44,0.6,-0.91,,997.1516113,983.4653931,1009.486755,0.995867074,LO,0,81.0659,3.49,3.001,Kepler,2014,Kepler
HD 235088 b,HD 235088,2.08957E+18,2.08957E+18,293954617,HD 235088,300.6154535,53.3774418,9.19,6.114896926,7.646,4.570896926,7.084,4.008896926,8.3879,,8.94271,5.867606926,24.24558412,-27.32882881,0.130566791,Gaia,5075,4.55,-0.02,0.849,0.772,K V,-0.4437,0.7,0.15,-0.15,12.17,41.21170807,41.19195938,41.23284149,0.965851545,LO,0.076163515,7.4341325,1.982,2.673,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
Kepler-1794 b,Kepler-1794,2.0823E+18,2.0823E+18,240219049,,300.6196594,45.7888068,15.497,6.754133029,13.718,4.975133029,13.031,4.288133029,14.6537,15.246,15.2846,6.541733029,1.766538642,,,,5052,4.503,0.02,0.773,0.816,,-0.6106,,,,,560.4971313,554.6676025,566.7054443,1.064387321,LO,0.064118609,9.762980461,1.79426276,3.064,Kepler,2021,Kepler
Kepler-1878 b,Kepler-1878,2.07607E+18,2.07607E+18,184998205,,300.7324154,44.1070231,15.587,4.845699641,14.158,3.416699641,13.672,2.930699641,14.8908,15.391,15.403,4.661699641,0.688394911,-61.97831,0.054780286,APOGEE,5918,4.544,-0.26,0.956,0.865,,0.18689,,,,,1406.889771,1368.463135,1442.539551,1.008454561,LO,0,4.445879936,2.92019781,2.3816,Kepler,2021,Kepler
Kepler-106 b,Kepler-106,2.08207E+18,2.08207E+18,184997417,,300.864006,44.3375497,12.923,4.709969849,11.752,3.538969849,11.431,3.217969849,12.4022,12.882,12.8391,4.626069849,2.259819474,-56.51228714,1.481531858,Gaia,5858,4.407,-0.12,1,1.04,,0.08255,4.83,,,,439.1430664,436.4661255,441.4405212,1.126067758,LO,0.094857499,6.16486,0.82,3.262,Kepler,2014,Kepler
Kepler-106 e,Kepler-106,2.08207E+18,2.08207E+18,184997417,,300.864006,44.3375497,12.923,4.709969849,11.752,3.538969849,11.431,3.217969849,12.4022,12.882,12.8391,4.626069849,2.259819474,-56.51228714,1.481531858,Gaia,5858,4.407,-0.12,1,1.04,,0.08255,4.83,,,,439.1430664,436.4661255,441.4405212,1.126067758,LO,0.094857499,43.8445,2.56,6.4175,Kepler,2014,Kepler
Kepler-106 c,Kepler-106,2.08207E+18,2.08207E+18,184997417,,300.864006,44.3375497,12.923,4.709969849,11.752,3.538969849,11.431,3.217969849,12.4022,12.882,12.8391,4.626069849,2.259819474,-56.51228714,1.481531858,Gaia,5858,4.407,-0.12,1,1.04,,0.08255,4.83,,,,439.1430664,436.4661255,441.4405212,1.126067758,LO,0.094857499,13.5708,2.5,3.1989,Kepler,2014,Kepler
Kepler-106 d,Kepler-106,2.08207E+18,2.08207E+18,184997417,,300.864006,44.3375497,12.923,4.709969849,11.752,3.538969849,11.431,3.217969849,12.4022,12.882,12.8391,4.626069849,2.259819474,-56.51228714,1.481531858,Gaia,5858,4.407,-0.12,1,1.04,,0.08255,4.83,,,,439.1430664,436.4661255,441.4405212,1.126067758,LO,0.094857499,23.9802,0.95,5.351,Kepler,2014,Kepler
Kepler-946 b,Kepler-946,2.07588E+18,2.07588E+18,185057567,,300.9295551,44.028671,15.011,4.771126202,13.735,3.495126202,13.295,3.055126202,14.4304,14.941,14.9234,4.683526202,0.869893962,,,,5665,4.47,-0.09,0.94,0.93,,0.13422,4.17,4.64,-2.47,,1116.79834,1095.017944,1138.388062,1.009773731,LO,0,11.79162572,1.93,3.007,Kepler,2016,Kepler
Kepler-1571 b,Kepler-1571,2.08229E+18,2.08229E+18,185062313,,300.9354067,45.5964836,13.975,4.860902337,12.477,3.362902337,12.044,2.929902337,13.2367,13.767,13.77,4.655902337,1.477401413,-3.07743597,3.899628878,Gaia,6297,4.24,0.04,1.23,1.39,,0.194,2.34,1.45,-0.827,,664.9967651,659.7728271,669.9344482,1.02606833,LO,0,3.38555488,1.52,1.914,Kepler,2016,Kepler
Kepler-1915 b,Kepler-1915,2.08188E+18,2.08188E+18,185184560,,301.2786852,44.2505116,16.261,5.43130061,14.521,3.69130061,14.039,3.20930061,15.304,15.842,15.8388,5.00910061,0.668770291,,,,6020,4.403,-0.06,1.03,1.057,,0.06133,,,,,1465.344971,1402.56897,1528.84668,0.990118206,LO,0,13.83539963,3.21798413,3.786,Kepler,2021,Kepler
Kepler-1804 b,Kepler-1804,2.08192E+18,2.08192E+18,185185751,,301.3428675,44.672175,14.679,6.546778577,12.918,4.785778577,12.356,4.223778577,13.7989,14.414,14.4269,6.294678577,2.330022046,-7.753098011,6.642678738,Gaia,5109,3.96,0.1,0.929,1.671,,-0.51152,,,,,423.1012268,420.1785278,426.6806335,1.085214734,LO,0.048767895,12.28849983,1.59615726,2.813,Kepler,2021,Kepler
Kepler-1796 b,Kepler-1796,2.08192E+18,2.08192E+18,185336831,,301.5430397,44.6056251,14.493,4.987810366,13.216,3.710810366,12.809,3.303810366,13.8768,14.385,14.354,4.848810366,1.23124882,-20.13252449,7.826756954,Gaia,6036,4.491,-0.16,1.018,0.949,,0.11795,,,,,796.2288818,785.1890259,804.8167725,0.975456715,LO,0,29.4557991,2.75047868,3.451,Kepler,2021,Kepler
Kepler-1705 c,Kepler-1705,2.08188E+18,2.08188E+18,185335907,,301.5785316,44.3121639,15.8,4.793456878,14.21,3.203456878,13.735,2.728456878,14.974,15.514,15.4974,4.490856878,0.606854339,-26.397757,0.11996834,APOGEE,6312,4.298,-0.2,1.139,1.259,,0.35411,2.59,1.94,-1.61,,1589.676025,1534.254395,1653.323975,0.978766084,LO,0,11.28,2.05,,Kepler,2021,Kepler
Kepler-1705 b,Kepler-1705,2.08188E+18,2.08188E+18,185335907,,301.5785316,44.3121639,15.8,4.793456878,14.21,3.203456878,13.735,2.728456878,14.974,15.514,15.4974,4.490856878,0.606854339,,,,6312,4.298,-0.2,1.139,1.259,,0.35411,2.59,1.94,-1.61,,1589.676025,1534.254395,1653.323975,0.978766084,LO,0,9.03502,2.03,5.92,Kepler,2021,Kepler
TOI-5799 b,TOI-5799,1.80789E+18,1.80789E+18,328081248,,301.630179,15.9891418,13.29,11.06579515,9.742,7.517795154,8.952,6.727795154,11.1798,,12.3212,10.09699515,35.89625985,-2.703544378,0.432998478,Gaia,3452,4.936,0.01,0.325,0.321,M2 V,-1.82974,9.6,2.8,-4.1,,27.85101128,27.84015465,27.86213493,1.183651209,LO,0.121972412,4.164507,1.733,1.3522,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
TOI-5799 c,TOI-5799,1.80789E+18,1.80789E+18,328081248,,301.630179,15.9891418,13.29,11.06579515,9.742,7.517795154,8.952,6.727795154,11.1798,,12.3212,10.09699515,35.89625985,-2.703544378,0.432998478,Gaia,3452,4.936,0.01,0.325,0.321,M2 V,-1.82974,9.6,2.8,-4.1,,27.85101128,27.84015465,27.86213493,1.183651209,LO,0.121972412,14.010449,1.76,1.73,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
Kepler-436 b,Kepler-436,2.0819E+18,2.0819E+18,185408817,,301.7207775,44.4120856,15.971,7.165922731,14.083,5.277922731,13.333,4.527922731,15.1198,15.856,15.8616,7.056522731,1.711008444,,,,4651,4.619,0.01,0.729,0.697,,-0.701,4.07,5.83,-2.26,,576.7869873,566.0784302,588.9412231,0.958594203,LO,0,64.00205,2.73,4.67,Kepler,2015,Kepler
Kepler-436 c,Kepler-436,2.0819E+18,2.0819E+18,185408817,,301.7207775,44.4120856,15.971,7.165922731,14.083,5.277922731,13.333,4.527922731,15.1198,15.856,15.8616,7.056522731,1.711008444,-9.978411,0.0752949,APOGEE,4685,4.62,0.02,0.75,0.71,,-0.701,4.07,5.83,-2.26,,576.7869873,566.0784302,588.9412231,0.958594203,LO,0,16.79713874,2.33,3.238,Kepler,2016,Kepler
HD 191939 c,HD 191939,2.24813E+18,2.24813E+18,269701147,HD 191939,302.0256247,66.8503014,8.97,5.33077771,7.597,3.95777771,7.18,3.54077771,8.2929,,8.77476,5.13553771,18.69670932,-9.225960732,0.159022823,Gaia,5348,4.3,-0.15,0.81,0.94,G9 V,-0.18709,8.7,,,,53.43729401,53.40184402,53.473526,1.04764533,LO,0.114305347,28.579743,3.195,4.162,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
HD 191939 b,HD 191939,2.24813E+18,2.24813E+18,269701147,HD 191939,302.0256247,66.8503014,8.97,5.33077771,7.597,3.95777771,7.18,3.54077771,8.2929,,8.77476,5.13553771,18.69670932,-9.225960732,0.159022823,Gaia,5348,4.3,-0.15,0.81,0.94,G9 V,-0.18709,8.7,,,,53.43729401,53.40184402,53.473526,1.04764533,LO,0.114305347,8.8803256,3.41,2.939,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
HD 191939 d,HD 191939,2.24813E+18,2.24813E+18,269701147,HD 191939,302.0256247,66.8503014,8.97,5.33077771,7.597,3.95777771,7.18,3.54077771,8.2929,,8.77476,5.13553771,18.69670932,-9.225960732,0.159022823,Gaia,5348,4.3,-0.15,0.81,0.94,G9 V,-0.18709,8.7,,,,53.43729401,53.40184402,53.473526,1.04764533,LO,0.114305347,38.353037,2.995,5.36,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
TOI-2093 c,TOI-2093,2.25146E+18,2.25146E+18,402898317,,302.7375229,70.8696532,11.925,7.345511079,9.715,5.135511079,8.975,4.395511079,10.6699,,11.3685,6.789011079,12.10427865,14.66969967,0.327183485,Gaia,4426,4.87,-0.08,0.745,0.729,K5 V,-0.73565,6.6,,,43.8,82.39441681,82.32965851,82.46190643,0.907319546,LO,0.090438433,53.81149,2.3,4.68,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
TOI-5542 b,TOI-5542,6.44305E+18,6.44305E+18,466206508,,302.7984228,-61.1354659,12.42,4.677039535,11.266,3.523039535,10.897,3.154039535,11.8452,,12.2819,4.538939535,2.804162928,-53.91968155,0.776833653,Gaia,5700,4.2,-0.21,0.89,1.058,G3 V,1.057,10.8,2.1,-3.6,,353.6650085,352.203064,355.0195007,1.113717318,LO,0.084851414,75.12375,11.30986153,8.599,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
WASP-80 b,WASP-80,4.22351E+18,4.22351E+18,243921117,,303.1667996,-2.1444369,11.841,8.361990184,9.218,5.738990184,8.351,4.871990184,10.3622,,11.273,7.793990184,20.11414457,9.90841198,0.314907104,Gaia,4143,4.663,-0.13,0.577,0.586,K7-M0 V,-1.03998,,,,,49.63659286,49.5831604,49.68465042,0.858792961,LO,0.099296898,3.06785234,11.197791,2.131,SuperWASP,2012,WASP
HAT-P-34 b,HAT-P-34,1.81022E+18,1.81022E+18,278348461,HD 351766,303.1954355,18.1047776,10.403,3.396765695,9.46,2.453765695,9.247,2.240765695,9.87463,,10.1944,3.188165695,3.947708095,-48.55752945,0.527849436,Gaia,6442,4.21,0.22,1.392,1.53,,0.6003,1.7,0.4,-0.5,,251.9108429,250.6682587,253.4499359,0.98396039,LO,0.164186031,5.452654,13.417173,3.1752,HATNet,2011,HAT
Qatar-1 b,Qatar-1,2.24483E+18,2.24483E+18,236887394,,303.3818697,65.1623313,12.692,6.332112029,10.999,4.639112029,10.409,4.049112029,11.8478,,12.4764,6.116512029,5.338930007,-37.91345215,0.51808244,Gaia,5013,4.552,0.171,0.838,0.803,,-0.43771,,,,23.7,187.0585632,186.7478485,187.3657684,1.055642366,LO,0.059132125,1.4200242,12.811887,1.66104,Qatar,2010,Other
WASP-81 b,WASP-81,4.24424E+18,4.24424E+18,399402994,,304.2079924,3.2939492,12.469,4.464450941,11.263,3.258450941,10.892,2.887450941,11.8886,,12.3326,4.328050941,2.484234268,-59.34382629,3.170506954,Gaia,5870,4.258,-0.36,1.08,1.283,,0.24551,,,,,398.9420471,396.3935852,401.772583,1.086500764,LO,0.081632756,2.7164762,16.017661,3.5299033,Multiple Facilities,2017,Other
TOI-3523 A b,TOI-3523 A,2.08081E+18,2.08081E+18,417047499,,304.2834581,42.9065338,12.56,3.65599375,11.449,2.54499375,11.146,2.24199375,12.1042,,12.4946,3.59059375,1.633141139,-4.212605476,2.116429806,Gaia,6450,4.171,-0.366,1.131,1.448,,0.51455,4.3,1.6,-1.1,,603.6723022,593.2835693,615.4753418,2.82773757,HI,0.315550804,2.30458952,15.9727975,3.65,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
WASP-74 b,WASP-74,4.22406E+18,4.22406E+18,244089109,,304.538843,-1.0760033,9.75,3.887763465,8.548,2.685763465,8.221,2.358763465,9.13055,,9.5723,3.710063465,6.690014702,-15.92014122,0.193365097,Gaia,5990,4.39,0.39,0.98,1.42,F9,0.39971,,,,,148.7466888,148.4860992,149.1348877,0.945441008,LO,0.060740426,2.13775,15.24424,2.292,SuperWASP,2015,WASP
KELT-21 b,KELT-21,2.05452E+18,2.05452E+18,203189770,HD 332124,304.8000322,32.5810446,10.484,2.06315248,10.149,1.72815248,10.09,1.66915248,10.4219,,10.5415,2.12065248,2.053386258,-13.77650547,2.538123369,Gaia,7598,4.173,-0.405,1.458,1.638,A8 V,0.90472,1.6,0.1,-0.1,,483.2473755,479.9280396,485.998291,0.944618106,LO,0.109220758,3.6127647,17.777474,4.10544,KELT-North,2018,KELT
TOI-5795 b,TOI-5795,4.21604E+18,4.21604E+18,151724385,,304.868782,-7.5476595,10.708,4.676581894,9.557,3.525581894,9.168,3.136581894,10.1872,,10.6376,4.606181894,6.189962085,-67.13011169,0.373226017,Gaia,5715,4.32,-0.27,0.901,1.082,G3 V,0.05308,10.2,2.5,-3.3,,160.7991028,160.2900238,161.2737274,0.960906982,LO,0.110935174,6.1406325,5.62,3.407,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
TOI-5800 b,TOI-5800,4.21606E+18,4.21606E+18,151759246,,305.0655462,-7.4119237,9.553001,6.40191736,7.771,4.61991636,7.191,4.03991636,8.6133,,9.21824,6.06715636,23.3944947,-31.40841675,0.146622345,Gaia,4850,4.56,-0.04,0.778,0.773,K3 V,-0.51004,8.1,4,-4.8,,42.679245,42.65198517,42.71648407,1.085622907,LO,0.093962282,2.6278838,2.46,1.2,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
WASP-68 b,WASP-68,6.86054E+18,6.86054E+18,71841620,HD 193334,305.0957239,-19.3147271,10.674,3.880845122,9.341,2.547845122,8.948,2.154845122,9.9543,,10.4092,3.616045122,4.347325882,28.4520092,0.235012099,Gaia,5910,4.17,0.22,1.49,1.79,G0,0.505,,,,,228.3657532,227.5288696,229.0955505,0.970654488,LO,0.081184678,5.0843,14.79588,5.0844391,SuperWASP,2014,WASP
TrES-5 b,TrES-5,2.1886E+18,2.1886E+18,233948455,,305.2219454,59.4489033,13.677,5.904117448,12.111,4.338117448,11.591,3.818117448,12.883,,13.4599,5.687017448,2.765413368,-13.88064194,1.408710003,Gaia,5171,4.517,0.2,0.901,0.868,,-0.34382,,,,,358.572113,357.1411438,360.0063782,0.917365193,LO,0,1.48224686,13.383546,1.595,TrES,2011,Other
HAT-P-49 b,HAT-P-49,1.83584E+18,1.83584E+18,99224131,HD 340099,305.4413294,26.6926759,10.205,2.519606013,9.55,1.864606013,9.346,1.660606013,9.93225,,10.2071,2.521706013,2.886155654,15.03485775,0.248675257,Gaia,6820,4.1,0.07,2.22,2.06,F3,0.814,,,,,344.4124146,342.3849487,346.0676575,0.964230001,LO,0.105377816,2.69155,17.82231,4.1088,HATNet,2014,HAT
TOI-5261 b,TOI-5261,1.81631E+18,1.81631E+18,402828941,,305.4585453,19.4358468,12.68,-0.650400353,11.525,-1.805400353,11.156,-2.174400353,12.1444,,12.6023,-0.728100353,-0.201572217,,,,5790,4.436,0.254,1.037,1.021,,0.02078,4.2,3.4,-2.3,,4635.32373,2874.703369,7137.569824,1.002529025,LO,0,4.1509768,11.60129502,2.3592,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
TOI-1444 b,TOI-1444,2.2747E+18,2.2747E+18,258514800,,305.4749252,70.9437054,10.936,5.449450488,9.465,3.978450488,9.061,3.574450488,10.1522,,10.6417,5.155150488,7.977900264,-33.44851685,0.279435158,Gaia,5460,4.496,0.146,0.9513,0.9105,G,-0.17587,3.8,2.5,-2.1,,125.1151505,124.9588394,125.2753754,0.847013593,LO,0.047044471,0.4702743,1.41792246,1.282804,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
Ross 176 b,Ross 176,2.08339E+18,2.08339E+18,193336820,,305.6897438,47.3086191,11.524,8.18918747,9.243,5.90818747,8.419,5.08418747,10.4382,,11.2715,7.93668747,21.50511464,-47.77679443,0.395741731,Gaia,4041,5.07,-0.19,0.577,0.569,K7 V,-1.10891,3,2.5,-2.5,33,46.4475174,46.42351532,46.4683075,0.862427235,LO,0.097063497,5.0066338,1.84,1.66,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
TIC 365102760 b,TIC 365102760,2.18504E+18,2.18504E+18,365102760,,305.8398236,54.3943194,12.154,3.424784225,10.406,1.676784225,9.788,1.058784225,11.3306,,11.9772,3.247984225,1.772897327,-1.589429498,0.25445348,Gaia,4900,3.52,0.09,1.17,3.13,,0.707,6.3,2.5,-1.8,,556.9845581,554.2648926,559.1420288,0.822393715,LO,0.035678044,4.21285367,6.21,5.52,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
WASP-110 b,WASP-110,6.67894E+18,6.67894E+18,425817867,,305.8724366,-44.0587001,12.762,5.562709326,11.326,4.126709326,10.871,3.671709326,12.0491,,12.5517,5.352409326,3.607476333,-35.39429855,1.916042209,Gaia,5392,4.487,-0.15,0.814,0.853,G9,-0.229,11,2.4,-1.6,120.1,275.3329163,274.249054,276.3643188,1.078691959,LO,0.070418499,3.7784022,13.19297028,2.82963,Paranal Observatory,2021,Other
HAT-P-23 b,HAT-P-23,1.80894E+18,1.80894E+18,305243225,,306.1239076,16.7621462,11.937,4.139163489,11.103,3.305163489,10.791,2.993163489,11.734,,12.1741,4.376263489,2.735836605,-16.66850853,0.881125212,Gaia,5905,4.33,0.15,1.13,1.203,G0,0.199,4,1,-1,,362.7164917,361.3616943,363.8206482,0.860045314,LO,0.03645106,1.212884,15.334,2.1792,HATNet,2010,HAT
